idaction;ID_SituD;ID_Dommage;ID_Mesure;Unité;Service;Site;Numéro;Risque;Situation dangereuse;Dommage;Statut;Responsable;Priorité finale;État;Mesure;Mention Spéciale;Périodicité;Prochain contrôle;N_pdf;Retour d'action
293;93;82;172;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);36;Risque lié à la co-activité et à l'intervention d'entreprises extérieures;" Absences de mesures de protections pour prévenir les risques liés aux interférences engendrées par la co-activité sur un même site.
";Tous types de dommages (liés à la situation accidentelle imprévue, non évaluée).;A planifier;TOUS Responsables COB;P2;A proposer;"- Systématisation des inspections et analyses communes préalables à chaque intervention,  pouvant conduire suivant la nature des travaux,  à la rédaction d’un plan de prévention ( y compris attestation de consignation, protocole  de sécurité, permis de feu, etc...).
- Intégration de cette procédure dans les appels d’offres.
- Avenant à la convention APB / DIRM,  définition de protocoles d’intervention.";;Aucune;;;
294;87;83;567;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);37;Risque lié à la présence d'animaux;Attaque de goéland, notamment en période de nidification (Avril-Juin).;Blessures.;Clôturée;TOUS Responsables COB;P3;Existante;Pas de mesure;;Aucune;;;
295;87;83;173;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);37;Risque lié à la présence d'animaux;Attaque de goéland, notamment en période de nidification (Avril-Juin).;Blessures.;En cours;TOUS Responsables COB;P3;A proposer;"- Port d'un moyen de protection lorsque le risque est avéré (casque).
";;Aucune;;;
296;296;28;52;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);38;Risque routier;"- Accident de trajet ou de mission lié à la fréquence et à la longueur des déplacements.
- Risque accentué par la fatigue, la prise d’alcool ou de médicaments, l’usage du téléphone en conduisant et suivant l’état du véhicule.
Pour rappel (cf. R.21 risque de chute d’objets) : Le déplacement intempestif d’une charge mal arrimée dans l‘habitacle peut entraîner une perte de contrôle du véhicule.
";Lésions corporelles, superficielles ou profondes, décès.;En cours;TOUS Responsables COB;P2;Existante;"- Respect du code de la route, prise en compte des recommandations de la prévention routière sur les temps de repos,
- vérification visuelle du véhicule avant chaque déplacement,
- préparation des déplacements,
- suivi et entretien régulier des véhicules, contrôle technique,
- utilisation des outils de (télé)communications (internet, visioconférence) permettant d’éviter certains déplacements,
- trajets sur autoroutes privilégiés (cartes de télépéages généralisées),
- respect de la charte sur l’utilisation des véhicules de service (disponible sur l’intranet, ,http://intra.dram-mediterranee.i2/la-charte-de-bonne-conduite-pour-l-utilisation-d-a1193.html),
- covoiturage,
- conduite des véhicules équipés de boite auto, régulateur de vitesse appréciés.
- en cas de panne, accident, crevaison, panne/erreur de carburant, vol/vandalisme, perte de clés/carte démarrage contacter le n° d’assistance inscrit dans les pochettes véhicules.
- En cas de panne ou d’accident : port du gilet fluorescent, triangle de signalisation, maintien à distance de la chaussée dans l’attente de l’assistance.";;Aucune;;;
297;88;28;53;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);38;Risque routier;"- Accident de trajet ou de mission lié à la fréquence et à la longueur des déplacements (particulièrement lors de déplacements pour entraide Sète et Port de Bouc A/R).
- Transport de matériel (remorque double essieu 3,5T).
- Risque accentué par la fatigue, la prise d’alcool ou de médicaments, l’état du véhicule et la météo.
Pour rappel (cf. R.21 risque de chute d’objets) : Le déplacement intempestif d’une charge mal arrimée dans l‘habitacle peut entraîner une perte de contrôle du véhicule.";Lésions corporelles, superficielles ou profondes, décès.;A contrôler;TOUS Responsables COB;P2;A proposer;"- Généralisation des mesures existantes.
- Meilleure préparation des déplacements,
- priorité aux transports en commun,
- signalement des anomalies sur les véhicules par tout moyen (mail, carnet de maintenance),
- établir et/ou diffuser un plan de circulation/stationnement par site,
- équiper les véhicules de lingettes nettoyantes vitres (visibilité, buée).
- Sur les sites détachés, désignation d'un référents pour le suivi des véhicules en lien avec la hiérarchie/le SG,
- PPRR à finaliser, sensibilisation aux risques routiers, stages.";;Aucune;;;
298;27;29;175;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;"Exposition à des agents infectieux (bactéries*, virus*, champignons,parasites) ou allergènes (pollens, insectes..), transmis par contact avec l’environnement, les gens, les animaux, les insectes, la végétation (exemple lors de contact avec des personnes contaminées, des insectes, moisissures, animaux morts, des éléments souillés : poignée de porte, détritus divers, matières fécales).

* Analyse de situations d’expositions et impact épidémique (Ex : Angine, Grippe, Covid..) :
• Exposition par contact interpersonnel: risque de transmission directe par postillons contaminés émis par autrui :
      - Parler projette des postillons à environ 1,5 m,
      - Éternuer, tousser les projette à environ 3-5 m.
• Exposition par contact avec des surfaces contaminées : locaux de travail, matériels, produits : risque de transmission indirecte par manuportage (en se touchant le visage notamment le nez, la bouche, les yeux avec les mains).      
• Impact organisationnel (mode dégradé), associé à une restructuration de l’activité. Il est d’autant plus fort si la réorganisation se fait « à chaud », en réaction, et non sur la base d’une anticipation.";"- Symptômes respiratoires, (asthme, allergies).
- Maladies, infections et intoxications, réactions allergiques, cutanées.
- Transmissibilité à l'homme de différentes formes de virus (Grippe, Covid..), de bactéries, de champignons, de parasites.";En cours;TOUS Responsables COB;P2;Existante;"- Lavage des mains régulier pour se décontaminer et éviter de contaminer les autres ou utilisation de produit hydroalcoolique désinfectant (à utiliser sur main non souillées, ces solutions ne remplacent pas l’eau et le savon).


- Respect des mesures barrières.
- Port d’EPI adaptés à la situation (gants jetables, masques de protection respiratoire..).


- En général pas de contact des mains souillées avec ses yeux, son nez, sa bouche.


- Aérosol d’insecticide (dans les véhicules d’intervention).


- Vestiaires, douches, matériel de lavage des vêtements ( travaux salissants).


- Eclairage à détection automatiques installés dans certains services (conseillé dans les salles d’eau).

- Déshumidificateur installés dans certains services.
";;Aucune;;;
299;27;29;176;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;"Exposition à des agents infectieux (bactéries*, virus*, champignons,parasites) ou allergènes (pollens, insectes..), transmis par contact avec l’environnement, les gens, les animaux, les insectes, la végétation (exemple lors de contact avec des personnes contaminées, des insectes, moisissures, animaux morts, des éléments souillés : poignée de porte, détritus divers, matières fécales).

* Analyse de situations d’expositions et impact épidémique (Ex : Angine, Grippe, Covid..) :
• Exposition par contact interpersonnel: risque de transmission directe par postillons contaminés émis par autrui :
      - Parler projette des postillons à environ 1,5 m,
      - Éternuer, tousser les projette à environ 3-5 m.
• Exposition par contact avec des surfaces contaminées : locaux de travail, matériels, produits : risque de transmission indirecte par manuportage (en se touchant le visage notamment le nez, la bouche, les yeux avec les mains).      
• Impact organisationnel (mode dégradé), associé à une restructuration de l’activité. Il est d’autant plus fort si la réorganisation se fait « à chaud », en réaction, et non sur la base d’une anticipation.";"- Symptômes respiratoires, (asthme, allergies).
- Maladies, infections et intoxications, réactions allergiques, cutanées.
- Transmissibilité à l'homme de différentes formes de virus (Grippe, Covid..), de bactéries, de champignons, de parasites.";A contrôler;TOUS Responsables COB;P2;A proposer;"- Prévoir en l’absence de point d’eau sur site d’intervention : un jerrican d’eau, du savon et des essuie-mains à usage unique ou du produit hydroalcooliques désinfectant (les gels anti-bactérien ne remplacent pas l’eau et le savon).


- En période d'épidémie (grippe, Covid..), mise en application :

=> des consignes principales (hygiène des mains, mesures barrières, distanciation physique,…),


=> du plan de continuité d’activité (en fonction des différents niveaux),


=> du plan de reprise des activités et des procédures spécifiques définisant les mesures de protection (organisationnelles, collectives, individuelles..) à mettre en œuvre au sein des services en fonction des diverses activités afin de réduire la propagation du virus (ré-évaluation nécessaire des risques, en incluant les situations liées au Covid-19).


- Remontées des besoins en équipements et protections spécifiques.
";;Aucune;;;
300;29;31;177;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;Contamination par ingestion accidentelle de bactéries, virus, parasites pathogènes alimentaires, lors de la prise de repas (par défaut d’hygiène : alimentaires, des locaux).;Infections (intoxication) alimentaires.;En cours;TOUS Responsables COB;P3;Existante;"- Lavage des mains pour se décontaminer et éviter de contaminer les autres.


- Consommation eau minérale + respect des règles d’hygiène alimentaire. 


- Établissements et locaux tenus dans un état d'hygiène et de salubrité nécessaires à la santé du personnel.


- Désinfection des cuves à eau (phare de la Giraglia).

";;Aucune;;;
301;29;31;178;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;Contamination par ingestion accidentelle de bactéries, virus, parasites pathogènes alimentaires, lors de la prise de repas (par défaut d’hygiène : alimentaires, des locaux).;Infections (intoxication) alimentaires.;A planifier;TOUS Responsables COB;P2;A proposer;"- Généralisation des glacières isothermes pour les repas en extérieur (respect de la température de conservation des aliments).


- Prévoir en l’absence de point d’eau sur site d’intervention : un jerrican d’eau, du savon et des essuie-mains à usage unique ou du produit hydroalcooliques désinfectant (les gels anti-bactérien ne remplacent pas l’eau et le savon).
- Assurer le nettoyage des surfaces utilisées après repas/café (réfrigirateurs, tables, cafetières..), fournir le nécessaire.
";;Aucune;;;
302;94;90;179;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;"Lors d’inhalation d’aérosols émis par  la vapeur d’eau chaude sanitaire  contaminée par des légionelles* au  points d’usages. 
* Le risque de prolifération de la  bactérie légionella pneumophila  favorisé par une température de  l’eau de 25° à 43° (installations d’eau  chaude sanitaire, réserve stagnante, cumulus peu utilisés, bras morts).";La contamination bactérienne par les  voies respiratoires provoque la légionellose (pneumopathie pouvant  laisser des séquelles graves sur les plans cardiaques, respiratoires et musculaires et entraîner le décès).;A planifier;TOUS Responsables COB;P1;Existante;"Démarche préventive et curative réalisée sur certains sites.
";;Aucune;;;
303;94;90;180;2. SPB;Tous COB-SPB Méditerranée;Sites SPB-Méditerranée (tous COB - Tous Dépts);39;Risque sanitaire : transmission de maladies, infections, allergies.;"Lors d’inhalation d’aérosols émis par  la vapeur d’eau chaude sanitaire  contaminée par des légionelles* au  points d’usages. 
* Le risque de prolifération de la  bactérie légionella pneumophila  favorisé par une température de  l’eau de 25° à 43° (installations d’eau  chaude sanitaire, réserve stagnante, cumulus peu utilisés, bras morts).";La contamination bactérienne par les  voies respiratoires provoque la légionellose (pneumopathie pouvant  laisser des séquelles graves sur les plans cardiaques, respiratoires et musculaires et entraîner le décès).;A contrôler;TOUS Responsables COB;P1;A proposer;"Démarche et consignes à généraliser :

- Préventive : 

=> vérifications des installations d’eau chaude sanitaire particulièrement si présence de bras morts et/ou peu utilisées,

=> éventuellement analyses de l’eau,

=> surveillance de la température de l’eau chaude sanitaire (45°C minimum en sortie de robinets, douches…),

=> laisser couler l’eau peu utilisés ou après une absence prolongée (pendant 1 minute avant utilisation),

=> détartrer et désinfecter régulièrement les embouts de robinetterie


- Curative : (choc thermique ,chlore).
";;Aucune;;;
